1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
1.1047722706214098E-15 2.2049946784328074E-16 
